Date,seasonal,trend,resid,Close
2012-05-04,20.28382696,,,1369.1
2012-05-07,32.70168997,,,1369.58
2012-05-08,33.40436577,,,1363.72
2012-05-09,18.19623792,,,1354.58
2012-05-10,14.7467265,,,1357.99
2012-05-11,-4.84351094,,,1353.39
2012-05-14,8.737447964,,,1338.35
2012-05-15,16.60485436,,,1330.66
2012-05-16,14.47283153,,,1324.8
2012-05-17,13.39469454,,,1304.86
2012-05-18,6.124301845,,,1295.22
2012-05-21,17.72058952,,,1315.99
2012-05-22,10.147795,,,1316.63
2012-05-23,12.22107353,,,1318.86
2012-05-24,8.665831526,,,1320.68
2012-05-25,5.461411434,,,1317.82
2012-05-29,11.78852559,,,1332.42
2012-05-30,3.935155727,,,1313.32
2012-05-31,13.18653929,,,1310.33
2012-06-01,4.179402302,,,1278.04
2012-06-04,7.41848906,,,1278.18
2012-06-05,16.13853929,,,1285.5
2012-06-06,13.98682696,,,1315.13
2012-06-07,18.3334023,,,1314.99
2012-06-08,20.51948906,,,1325.66
2012-06-11,-0.388652493,,,1308.93
2012-06-12,-6.045583999,,,1324.18
2012-06-13,12.53216029,,,1314.88
2012-06-14,4.532521023,,,1329.1
2012-06-15,5.225475361,,,1342.84
2012-06-18,8.171087233,,,1344.78
2012-06-19,-1.208579433,,,1357.98
2012-06-20,-2.221469844,,,1355.69
2012-06-21,4.640548421,,,1325.51
2012-06-22,13.60357582,,,1335.02
2012-06-25,-13.85932373,,,1313.72
2012-06-26,-14.20891733,,,1319.99
2012-06-27,5.914626046,,,1331.85
2012-06-28,-5.952141077,,,1329.04
2012-06-29,-14.02775752,,,1362.16
2012-07-02,-38.93274382,,,1365.51
2012-07-03,-21.68035569,,,1374.02
2012-07-05,-25.01526436,,,1367.58
2012-07-06,-20.63719131,,,1354.68
2012-07-09,-10.69687167,,,1352.46
2012-07-10,-9.337223269,,,1341.47
2012-07-11,-14.27483057,,,1341.45
2012-07-12,-14.35659313,,,1334.76
2012-07-13,-8.467332858,,,1356.78
2012-07-16,-6.949278063,,,1353.64
2012-07-17,-20.93967076,,,1363.67
2012-07-18,-18.50474838,,,1372.78
2012-07-19,-8.843853406,,,1376.51
2012-07-20,-15.2062735,,,1362.66
2012-07-23,-23.51904062,,,1350.52
2012-07-24,-8.33034199,,,1338.31
2012-07-25,1.857315544,,,1337.89
2012-07-26,7.850630612,,,1360.02
2012-07-27,2.813977644,,,1385.97
2012-07-30,14.18090002,,,1385.3
2012-07-31,19.58928358,,,1379.32
2012-08-01,21.93058952,,,1375.14
2012-08-02,20.07652559,,,1365
2012-08-03,27.09444796,,,1390.99
2012-08-06,23.20436577,,,1394.23
2012-08-07,26.37163518,,,1401.35
2012-08-08,37.84571737,,,1402.22
2012-08-09,36.57314203,,,1402.8
2012-08-10,36.83231554,,,1405.87
2012-08-13,39.28568997,,,1404.11
2012-08-14,33.89597308,,,1403.93
2012-08-15,23.43011006,,,1405.53
2012-08-16,27.02690002,,,1415.51
2012-08-17,36.74558495,,,1418.16
2012-08-20,33.2007128,,,1418.13
2012-08-21,36.51053929,,,1413.17
2012-08-22,41.14315573,,,1413.49
2012-08-23,43.0710507,,,1402.08
2012-08-24,49.13163061,,,1411.13
2012-08-27,57.49082239,,,1410.44
2012-08-28,47.78657582,,,1409.3
2012-08-29,48.47386806,,,1410.49
2012-08-30,34.29266714,,,1399.48
2012-08-31,38.71548449,,,1406.58
2012-09-04,54.46425618,,,1404.94
2012-09-05,61.17232924,,,1403.44
2012-09-06,52.25385892,,,1432.12
2012-09-07,43.29314659,,,1437.92
2012-09-10,18.13696851,,,1429.08
2012-09-11,28.07917856,,,1433.56
2012-09-12,27.05489545,,,1436.56
2012-09-13,26.24296395,,,1459.99
2012-09-14,15.29999591,,,1465.77
2012-09-17,25.46604157,,,1461.19
2012-09-18,23.06393655,,,1459.32
2012-09-19,28.27564431,,,1461.05
2012-09-20,31.62284979,,,1460.26
2012-09-21,37.76449232,1435.668164,-13.28265671,1460.15
2012-09-24,44.86298156,1436.65989,-24.63287197,1456.89
2012-09-25,47.68583087,1437.685945,-43.78177608,1441.59
2012-09-26,43.13003831,1438.639014,-48.44905201,1433.32
2012-09-27,32.41005788,1439.48937,-24.74942774,1447.15
2012-09-28,23.97635142,1440.343425,-23.64977608,1440.67
2012-10-01,12.11293459,1441.113315,-8.73624966,1444.49
2012-10-02,15.48069584,1441.923041,-11.65373694,1445.75
2012-10-03,30.77347471,1442.766219,-22.54969389,1450.99
2012-10-04,38.78476238,1443.654192,-21.03895416,1461.4
2012-10-05,36.68917725,1444.510658,-20.26983479,1460.93
2012-10-08,31.60141991,1445.351534,-21.07295416,1455.88
2012-10-09,23.86905592,1446.172301,-28.56135729,1441.48
2012-10-10,35.63320074,1446.994301,-50.06750211,1432.56
2012-10-11,33.8468524,1447.859753,-48.86660582,1432.84
2012-10-12,25.79713029,1448.752384,-45.95951385,1428.59
2012-10-15,31.88662148,1449.646274,-41.40289545,1440.13
2012-10-16,22.77832402,1450.561863,-18.42018704,1454.92
2012-10-17,39.77496199,1451.544575,-30.40953733,1460.91
2012-10-18,43.52333772,1452.550548,-38.73388567,1457.34
2012-10-19,41.71511854,1453.564493,-62.0896117,1433.19
2012-10-22,45.67936121,1454.529342,-66.38870367,1433.82
2012-10-23,45.97682892,1455.502959,-88.36978782,1413.11
2012-10-24,51.2536704,1456.446712,-98.95038273,1408.75
2012-10-25,49.94872324,1457.399479,-94.37820269,1412.97
2012-10-26,47.85559995,1458.354219,-94.26981913,1411.94
2012-10-31,39.1410207,1459.292384,-86.27340426,1412.16
2012-11-01,45.41317725,1460.207425,-78.03060191,1427.59
2012-11-02,38.9995295,1461.159781,-85.95931033,1414.2
2012-11-05,31.42620661,1462.090959,-76.25716551,1417.26
2012-11-06,26.77968215,1463.008301,-61.39798352,1428.39
2012-11-07,30.16693459,1463.947288,-99.58422226,1394.53
2012-11-08,38.4071068,1464.845068,-125.7421753,1377.51
2012-11-09,27.90815181,1465.792027,-113.8501792,1379.85
2012-11-12,33.84353342,1466.743973,-120.557506,1380.03
2012-11-13,41.77416747,1467.701452,-134.9456195,1374.53
2012-11-14,40.2395843,1468.616274,-153.3658583,1355.49
2012-11-15,36.73310289,1469.507151,-152.9102536,1353.33
2012-11-16,45.83131424,1470.410959,-156.3622731,1359.88
2012-11-19,55.36599134,1471.285589,-139.7615804,1386.89
2012-11-20,55.16205788,1472.172685,-139.5247428,1387.81
2012-11-21,62.10446101,1473.049589,-144.1240501,1391.03
2012-11-23,59.4644571,1473.914685,-124.229142,1409.15
2012-11-26,60.01065671,1474.728356,-128.4490129,1406.29
2012-11-27,58.11185827,1475.584438,-134.7562966,1398.94
2012-11-28,63.31623009,1476.388356,-129.7745863,1409.93
2012-11-29,61.65830837,1477.173123,-122.8814317,1415.95
2012-11-30,53.48093459,1477.918137,-115.2190716,1416.18
2012-12-03,43.66134946,1478.701342,-112.9026919,1409.46
2012-12-04,28.37768215,1479.434356,-100.7620383,1407.05
2012-12-05,29.21497373,1480.153534,-100.088508,1409.28
2012-12-06,8.803521676,1480.777863,-75.64138469,1413.94
2012-12-07,7.845016783,1481.410164,-71.18518117,1418.07
2012-12-10,29.69529858,1482.035973,-93.18127119,1418.55
2012-12-10,19.75046101,1482.659123,-83.8595843,1418.55
2012-12-11,43.23244144,1483.30811,-98.70055103,1427.84
2012-12-12,26.73309115,1484.02126,-82.27435142,1428.48
2012-12-13,19.62114986,1484.728027,-84.89917725,1419.45
2012-12-14,-20.27398909,1485.38189,-51.52790132,1413.58
2012-12-17,-5.360415702,1486.092,-50.3715843,1430.36
2012-12-18,-23.58484232,1486.854877,-16.4800344,1446.79
2012-12-19,-57.43008693,1487.638027,5.602059538,1435.81
2012-12-20,-15.93987558,1488.391315,-28.76143948,1443.69
2012-12-21,-64.3365292,1489.128164,5.358364821,1430.15
2012-12-24,-49.56346854,1489.906849,-13.68338078,1426.66
2012-12-26,-71.59483449,1490.744658,0.680176954,1419.83
2012-12-27,-66.8704705,1491.641753,-6.671282928,1418.1
2012-12-28,-78.49050572,1492.573644,-11.65313811,1402.43
2012-12-31,-102.0300047,1493.536164,34.68384036,1426.19
2013-01-02,-74.30673273,1494.448849,42.27788341,1462.42
2013-01-03,-64.27344897,1495.297753,28.34569555,1459.37
2013-01-04,-42.39723371,1496.181342,12.68589124,1466.47
2013-01-07,-48.3979656,1497.082986,13.2049793,1461.89
2013-01-08,-38.75969163,1497.907562,-1.997870012,1457.15
2013-01-09,-54.5505566,1498.719644,16.85091277,1461.02
2013-01-10,-73.0339656,1499.591096,45.56286971,1472.12
2013-01-11,-71.94490102,1500.455041,43.53985993,1472.05
2013-01-14,-85.79079144,1501.309068,55.16172294,1470.68
2013-01-15,-62.88690102,1502.181753,33.0451476,1472.34
2013-01-16,-66.25390298,1502.963753,35.92014956,1472.63
2013-01-17,-64.57397735,1503.663671,41.85030611,1480.94
2013-01-18,-70.19724936,1504.356932,51.82031785,1485.98
2013-01-22,-69.19830611,1505.164192,56.59411433,1492.56
2013-01-23,-44.81993429,1505.978932,33.65100279,1494.81
2013-01-24,-48.93311238,1506.822301,36.93081101,1494.82
2013-01-25,-47.03897148,1507.662,42.33697148,1502.96
2013-01-28,-32.73111238,1508.627589,24.28352333,1500.18
2013-01-29,-47.70193821,1509.623671,45.91826697,1507.84
2013-01-30,-56.72883449,1510.666904,48.02193038,1501.96
2013-01-31,-58.90310455,1511.735616,45.27748811,1498.11
2013-02-01,-51.56863879,1512.822411,51.91622784,1513.17
2013-02-04,-62.10566423,1513.899096,43.91656834,1495.71
2013-02-05,-49.73116717,1515.032575,45.98859183,1511.29
2013-02-06,-50.19464662,1516.208219,46.10642744,1512.12
2013-02-07,-32.62935504,1517.406329,24.61302627,1509.39
2013-02-08,-32.33591864,1518.686027,31.57989124,1517.93
2013-02-11,-57.93046267,1519.968466,54.97199692,1517.01
2013-02-12,-66.40353508,1521.175452,64.65808302,1519.43
2013-02-13,-66.75885797,1522.394658,64.69420044,1520.33
2013-02-14,-62.44440005,1523.624986,60.19941375,1521.38
2013-02-15,-53.38796169,1524.83674,48.34122196,1519.79
2013-02-19,-46.26219261,1526.076932,51.1252611,1530.94
2013-02-20,-47.31676404,1527.213178,32.05358596,1511.95
2013-02-21,-57.5050067,1528.466027,31.4589793,1502.42
2013-02-22,-54.64710063,1529.730575,40.51652529,1515.6
2013-02-25,-60.41746071,1531.072082,17.19537852,1487.85
2013-02-26,-50.81226306,1532.452411,15.2998521,1496.94
2013-02-27,-58.22276795,1533.836301,40.37646658,1515.99
2013-02-28,-61.42504584,1535.159726,40.94531981,1514.68
2013-03-01,-62.98980513,1536.465315,44.72449007,1518.2
2013-03-04,-62.92149594,1537.731644,50.3898521,1525.2
2013-03-05,-51.76748811,1539.026,52.53148811,1539.79
2013-03-06,-45.43673273,1540.318247,46.57848615,1541.46
2013-03-07,-35.04118674,1541.660384,37.64080318,1544.26
2013-03-08,-38.8506114,1542.957315,47.07329633,1551.18
2013-03-11,-39.14158987,1544.217342,51.1442474,1556.22
2013-03-12,-31.37581688,1545.484329,38.37148811,1552.48
2013-03-13,-33.27413782,1546.71126,41.08287754,1554.52
2013-03-14,-43.37839613,1547.931014,58.67738243,1563.23
2013-03-15,-48.88891668,1549.217699,60.37121805,1560.7
2013-03-18,-43.42735895,1550.471918,45.05544114,1552.1
2013-03-19,-27.75927284,1551.763178,24.33609476,1548.34
2013-03-20,-27.76756247,1553.092219,33.38534329,1558.71
2013-03-21,-34.6441339,1554.397753,26.04638048,1545.8
2013-03-22,-56.10207128,1555.710986,57.28108498,1556.89
2013-03-25,-56.72414173,1556.917726,51.4964157,1551.69
2013-03-26,-57.86440787,1558.059397,63.57501061,1563.77
2013-03-27,-31.78306932,1559.159342,35.47372686,1562.85
2013-03-28,-26.31205562,1560.276438,35.22561727,1569.19
2013-04-01,-43.55845875,1561.459616,44.26884232,1562.17
2013-04-02,-35.10124545,1562.633699,42.71754682,1570.25
2013-04-03,-41.55291668,1563.919123,31.32379339,1553.69
2013-04-04,-52.57811433,1565.201726,47.3563883,1559.98
2013-04-05,-58.75349985,1566.526548,45.50695191,1553.28
2013-04-08,-49.34310455,1567.817534,44.5955703,1563.07
2013-04-09,-51.41714369,1569.131726,50.89541766,1568.61
2013-04-10,-28.71381296,1570.442274,46.00153899,1587.73
2013-04-11,-8.856662277,1571.726164,30.50049789,1593.37
2013-04-12,-24.7715703,1572.998932,40.62263879,1588.85
2013-04-15,-21.99510846,1574.329616,0.025492023,1552.36
2013-04-16,-11.69672881,1575.648685,10.61804388,1574.57
2013-04-17,-27.1568384,1576.999534,2.167304156,1552.01
2013-04-18,-18.62945288,1578.338932,-18.09947862,1541.61
2013-04-19,-31.44084623,1579.648137,7.042709244,1555.25
2013-04-22,-29.11888537,1580.885178,10.73370729,1562.5
2013-04-23,-35.01403605,1582.125808,31.66822784,1578.78
2013-04-24,-14.93482666,1583.394438,10.3303883,1578.79
2013-04-25,-0.136752297,1584.611041,0.685711201,1585.16
2013-04-26,3.340547116,1585.909342,-7.009889582,1582.24
2013-04-29,12.02184261,1587.162466,-5.574308368,1593.61
2013-04-30,17.41829663,1588.39989,-8.248187038,1597.57
2013-05-01,11.10474281,1589.59811,-18.0028524,1582.7
2013-05-02,11.40021835,1590.807918,-4.618136157,1597.59
2013-05-03,5.968421871,1592.019041,16.43253703,1614.42
2013-05-06,9.190316196,1593.176822,15.13286189,1617.5
2013-05-07,6.755040267,1594.234849,24.97011042,1625.96
2013-05-08,-1.467272845,1595.269452,38.88782079,1632.69
2013-05-09,7.071529503,1596.329644,23.26882666,1626.67
2013-05-10,4.786417957,1597.312356,31.60122588,1633.7
2013-05-13,16.13809702,1598.342575,19.28932764,1633.77
2013-05-14,27.85058234,1599.341096,23.14832177,1650.34
2013-05-15,32.87709506,1600.241699,25.66120631,1658.78
2013-05-16,28.5095843,1601.17789,20.78252529,1650.47
2013-05-17,30.10706375,1602.135589,35.22734721,1667.47
2013-05-20,20.67198352,1603.128192,42.4898247,1666.29
2013-05-21,17.1430207,1604.187315,47.82966423,1669.16
2013-05-22,6.599971773,1605.257288,43.49274056,1655.35
2013-05-23,4.370582341,1606.378548,39.76086971,1650.51
2013-05-24,1.753388603,1607.52863,40.31798126,1649.6
2013-05-28,-10.47560944,1608.688219,61.84739026,1660.06
2013-05-29,-9.890955819,1609.876411,48.37454486,1648.36
2013-05-30,-2.947625095,1611.074548,46.28307715,1654.41
2013-05-31,7.636644963,1612.161205,10.94214956,1630.74
2013-06-03,25.07325553,1613.262192,2.084552688,1640.42
2013-06-04,30.22665279,1614.377726,-13.22437882,1631.38
2013-06-05,39.11863714,1615.51211,-45.73074672,1608.9
2013-06-06,28.55190524,1616.631452,-22.62335729,1622.56
2013-06-07,41.46978782,1617.686712,-15.77650015,1643.38
2013-06-10,34.79190915,1618.751151,-10.73305984,1642.81
2013-06-11,43.90411267,1619.842274,-37.61638665,1626.13
2013-06-12,44.26268019,1620.900932,-52.6436117,1612.52
2013-06-13,36.93956864,1622.032055,-22.61162344,1636.36
2013-06-14,32.24102461,1623.165068,-28.6760931,1626.73
2013-06-17,11.94658625,1624.307205,2.786208266,1639.04
2013-06-18,21.43247275,1625.461041,4.916486152,1651.81
2013-06-19,8.216754552,1626.654411,-5.941165511,1628.93
2013-06-20,5.38660191,1627.844301,-45.04090328,1588.19
2013-06-21,-12.66843527,1628.997863,-23.89942774,1592.43
2013-06-24,-17.88733938,1630.109288,-39.13194829,1573.09
2013-06-25,-23.98620044,1631.195973,-19.17977216,1588.03
2013-06-26,-6.22203214,1632.327699,-22.84566649,1603.26
2013-06-27,2.102120501,1633.481836,-22.38395612,1613.2
2013-06-28,-9.599617268,1634.576,-18.69638273,1606.28
2013-07-01,-21.06532373,1635.702247,0.32307715,1614.96
2013-07-02,-15.66892842,1636.827288,-7.078359249,1614.08
2013-07-03,-17.17214173,1637.966904,-5.38476238,1615.41
2013-07-05,-26.36555465,1639.15337,19.10218478,1631.89
2013-07-08,-45.39384036,1640.303288,45.55055269,1640.46
2013-07-09,-43.32762901,1641.455205,54.19242353,1652.32
2013-07-10,-21.37827872,1642.599014,31.39926502,1652.62
2013-07-11,-18.29924153,1643.74263,49.5766114,1675.02
2013-07-12,-11.08865445,1644.905945,46.37270924,1680.19
2013-07-15,-0.481173041,1646.093781,36.88739222,1682.5
2013-07-16,-8.470328292,1647.341945,37.38838309,1676.26
2013-07-17,6.069548421,1648.523507,26.31694473,1680.91
2013-07-18,-1.841520073,1649.706877,41.50464336,1689.37
2013-07-19,7.450895453,1650.921151,33.71795386,1692.09
2013-07-22,10.78636121,1652.17926,32.56437852,1695.53
2013-07-23,6.890420567,1653.333068,32.16651094,1692.39
2013-07-24,12.82766714,1654.43863,18.67370272,1685.94
2013-07-25,8.375498192,1655.542795,26.33170729,1690.25
2013-07-26,-11.90709998,1656.717534,46.83956573,1691.65
2013-07-29,-16.98662966,1657.936849,44.37978035,1685.33
2013-07-30,-16.98737395,1659.13263,43.81474382,1685.96
2013-07-31,-13.77083057,1660.440466,39.06036482,1685.73
2013-08-01,-22.61727806,1661.815918,67.67136026,1706.87
2013-08-02,-20.76728263,1663.173562,67.26372099,1709.67
2013-08-05,-13.9295292,1664.539534,56.52999496,1707.14
2013-08-06,-25.78610455,1665.878904,57.27720044,1697.37
2013-08-07,-50.99969815,1667.286959,74.62273925,1690.91
2013-08-08,-47.42458857,1668.725315,76.1792735,1697.48
2013-08-09,-59.45597213,1670.161123,80.71484884,1691.42
2013-08-12,-48.41129176,1671.522192,66.35909998,1689.47
2013-08-13,-53.080205,1672.873781,74.36642418,1694.16
2013-08-14,-51.44454747,1674.226192,62.60835569,1685.39
2013-08-15,-47.52874838,1675.482548,33.36620044,1661.32
2013-08-16,-45.76473925,1676.775479,24.8192598,1655.83
2013-08-19,-37.66037852,1678.081479,5.638899068,1646.06
2013-08-20,-35.92945158,1679.365178,8.914273497,1652.35
2013-08-21,-32.7948671,1680.682164,-5.087297279,1642.8
2013-08-22,-19.90647898,1682.000712,-5.134233352,1656.96
2013-08-23,-5.477593132,1683.313233,-14.33563974,1663.5
2013-08-26,-11.88545158,1684.583918,-15.91846623,1656.78
2013-08-27,-0.494364821,1685.867699,-54.89333381,1630.48
2013-08-28,5.897128329,1687.158493,-58.09562148,1634.96
2013-08-29,2.429078101,1688.404411,-52.66348906,1638.17
2013-08-30,-4.599095415,1689.690658,-52.12156212,1632.97
2013-09-03,-1.223935598,1690.989123,-49.99518769,1639.77
2013-09-04,0.711137462,1692.284164,-39.91530185,1653.08
2013-09-05,7.856562119,1693.60863,-46.38519226,1655.08
2013-09-06,22.73751646,1694.952,-62.51951646,1655.17
2013-09-09,28.26356669,1696.339534,-52.89310093,1671.71
2013-09-10,36.0024434,1697.690795,-49.70323792,1683.99
2013-09-11,34.37963061,1699.000877,-44.25050732,1689.13
2013-09-12,28.28542513,1700.339041,-45.20446623,1683.42
2013-09-13,35.12086349,1701.665589,-48.79645253,1687.99
2013-09-16,38.74039317,1703.063699,-44.2040918,1697.6
2013-09-17,40.9537813,1704.495973,-40.6897539,1704.76
2013-09-18,54.21434294,1705.951973,-34.64631554,1725.52
2013-09-19,56.37613746,1707.411397,-41.44753472,1722.34
2013-09-20,55.44024248,1708.894849,-54.4250918,1709.91
2013-09-23,55.53132011,1710.275452,-63.96677216,1701.84
2013-09-24,52.86329728,1711.57337,-67.01666714,1697.42
2013-09-25,43.28800961,1712.884082,-63.4020918,1692.77
2013-09-26,40.46832468,1714.186877,-55.98520139,1698.67
2013-09-27,48.41691372,1715.543288,-72.21020139,1691.75
2013-09-30,44.47605984,1716.919534,-79.84559408,1681.55
2013-10-01,49.77146623,1718.294466,-73.06593198,1695
2013-10-02,44.06278586,1719.638274,-69.83105984,1693.87
2013-10-03,41.0711055,1720.947671,-83.35877673,1678.66
2013-10-04,24.10385892,1722.286986,-55.89084522,1690.5
2013-10-07,7.416845224,1723.615425,-54.91226988,1676.12
2013-10-08,7.116470795,1724.953315,-76.61978586,1655.45
2013-10-09,15.49516943,1726.266438,-85.36160778,1656.4
2013-10-10,4.130534722,1727.601616,-39.17215116,1692.56
2013-10-11,11.18885436,1728.922329,-36.91118312,1703.2
2013-10-14,13.36260778,1730.266521,-33.48912833,1710.14
2013-10-15,6.322009608,1731.589342,-39.85135207,1698.06
2013-10-16,20.28382696,1732.851671,-31.59549819,1721.54
2013-10-17,32.70168997,1734.146603,-33.69829271,1733.15
2013-10-18,33.40436577,1735.398219,-24.30258495,1744.5
2013-10-21,18.19623792,1736.673863,-10.21010093,1744.66
2013-10-22,14.7467265,1737.986164,1.937109114,1754.67
2013-10-23,-4.84351094,1739.24674,11.97677121,1746.38
2013-10-24,8.737447964,1740.577863,2.754689022,1752.07
2013-10-25,16.60485436,1741.802055,1.363090849,1759.77
2013-10-28,14.47283153,1743.079041,4.558127378,1762.11
2013-10-29,13.39469454,1744.350932,14.20437395,1771.95
2013-10-30,6.124301845,1745.626548,11.55915021,1763.31
2013-10-31,17.72058952,1746.914219,-8.094808695,1756.54
2013-11-01,10.147795,1748.197918,3.294287196,1761.64
2013-11-04,12.22107353,1749.45274,6.256186739,1767.93
2013-11-05,8.665831526,1750.706247,3.597921899,1762.97
2013-11-06,5.461411434,1751.939562,13.08902692,1770.49
2013-11-07,11.78852559,1753.142658,-17.78118312,1747.15
2013-11-08,3.935155727,1754.289836,12.38500866,1770.61
2013-11-11,13.18653929,1755.448,3.255460712,1771.89
2013-11-12,4.179402302,1756.607973,6.902625095,1767.69
2013-11-13,7.41848906,1757.792521,16.78899039,1782
2013-11-14,16.13853929,1758.952247,15.52921414,1790.62
2013-11-15,13.98682696,1760.030548,24.1626251,1798.18
2013-11-18,18.3334023,1761.172767,12.02383057,1791.53
2013-11-19,20.51948906,1762.319945,5.030565735,1787.87
2013-11-20,-0.388652493,1763.43926,18.31939222,1781.37
2013-11-21,-6.045583999,1764.554137,37.34144701,1795.85
2013-11-22,12.53216029,1765.687616,26.54022327,1804.76
2013-11-25,4.532521023,1766.813096,31.13438309,1802.48
2013-11-26,5.225475361,1767.965315,29.55920957,1802.75
2013-11-27,8.171087233,1769.13074,29.92817304,1807.23
2013-11-29,-1.208579433,1770.319863,36.69871642,1805.81
2013-12-02,-2.221469844,1771.519452,31.60201779,1800.9
2013-12-03,4.640548421,1772.684301,17.82515021,1795.15
2013-12-04,13.60357582,1773.882164,5.324259799,1792.81
2013-12-05,-13.85932373,1775.109342,23.77998126,1785.03
2013-12-06,-14.20891733,1776.347096,42.95182144,1805.09
2013-12-09,5.914626046,1777.547178,24.90819587,1808.37
2013-12-09,-5.952141077,1778.800795,35.52134656,1808.37
2013-12-10,-14.02775752,1780.021041,36.62671642,1802.62
2013-12-11,-38.93274382,1781.25126,39.90148354,1782.22
2013-12-12,-21.68035569,1782.439973,14.74038309,1775.5
2013-12-13,-25.01526436,1783.658767,16.67649724,1775.32
2013-12-16,-20.63719131,1784.843288,22.33390363,1786.54
2013-12-17,-10.69687167,1786.011151,5.685720986,1781
2013-12-18,-9.337223269,1787.17674,32.81048354,1810.65
2013-12-19,-14.27483057,1788.392521,35.48231003,1809.6
2013-12-20,-14.35659313,1789.558438,43.11815478,1818.32
2013-12-23,-8.467332858,1790.738849,45.71848354,1827.99
2013-12-24,-6.949278063,1791.933123,48.33615478,1833.32
2013-12-26,-20.93967076,1793.119315,69.84035569,1842.02
2013-12-27,-18.50474838,1794.279945,65.62480318,1841.4
2013-12-30,-8.843853406,1795.422493,54.49136026,1841.07
2013-12-31,-15.2062735,1796.533288,67.03298583,1848.36
2014-01-02,-23.51904062,1797.712493,57.78654747,1831.98
2014-01-03,-8.33034199,1798.873397,40.82694473,1831.37
2014-01-06,1.857315544,1800.007589,24.90509542,1826.77
2014-01-07,7.850630612,1801.216466,28.81290363,1837.88
2014-01-08,2.813977644,1802.374137,32.30188537,1837.49
2014-01-09,14.18090002,1803.496849,20.45225067,1838.13
2014-01-10,19.58928358,1804.50337,18.27734656,1842.37
2014-01-13,21.93058952,1805.50989,-8.240479927,1819.2
2014-01-14,20.07652559,1806.558493,12.24498126,1838.88
2014-01-15,27.09444796,1807.606658,13.6788945,1848.38
