index,RSI
161,67.74205124524514
162,64.69225028477163
163,65.05597885243355
164,57.16213610950451
165,60.68285528031293
166,62.868906075647395
167,59.00046943270868
168,57.3660557545116
169,60.75571006205532
170,66.97920105645429
171,65.99578432039169
172,65.34543690665933
173,65.32140628250468
174,62.0357020254034
175,58.86303073370048
176,58.518146967145576
177,60.24833734257821
178,59.510683529708515
179,54.72910296492253
180,54.0146480401465
181,52.003114382785995
182,50.58480597558754
183,50.714104008431164
184,51.14719249376924
185,49.85871505056514
186,48.95947426067907
187,50.98768213910169
188,49.83848469275381
189,50.73427749336718
190,47.58219020614609
191,45.545571245186146
192,42.36755571793932
193,45.42435041345189
194,50.01098418277683
195,50.691610386796185
196,45.91589238404421
197,50.67871533075148
198,51.79928028788484
199,46.395725672243145
200,41.93908913104222
201,40.599107711918435
202,37.804471137804455
203,35.907561796109434
204,37.2477620998331
205,35.519652761032106
206,37.0408739875683
207,35.30123397048149
208,32.5605552670098
209,38.805156172533486
210,39.26063402889247
211,35.47044129891752
212,34.085825747724314
213,32.80661753009177
214,30.572713346839947
215,30.590852904820792
216,30.09094888380919
217,29.72523711743422
218,35.03825136612021
219,35.81782778018177
220,39.37293377412814
221,39.77162555208444
222,42.303364464948814
223,34.44945676345384
224,31.980126822252615
225,28.68942375943726
226,27.626918536009384
227,23.87271240802457
228,27.588136541689977
229,27.388888888888857
230,27.710467149637708
231,26.777308388654163
232,24.27456717873686
233,25.897420479826806
234,25.80896452540746
235,28.277854375943775
236,83.8485990981001
237,83.41293708355445
238,82.09026679626862
239,82.05042456670931
240,82.34875237970672
241,82.84246327520081
242,83.28909022708257
243,83.30955777460771
244,85.1349560454124
245,85.2831413272757
246,86.82332879601515
247,85.66869570356361
248,83.79651162790697
249,83.89948006932408
250,83.80686770088897
251,85.36178677470782
252,84.397738802725
253,83.43029087261782
254,81.85511647196097
255,82.70833627145416
256,84.26391562975942
257,82.03844109336093
258,82.4539826999549
259,81.9500468565375
260,82.11513801714247
261,82.68321191692942
262,82.43560036315839
263,82.51898204965676
264,83.13704998861154
265,82.0812995224678
266,39.295154185022064
267,38.54463745570826
268,41.09652153881599
269,41.23460194888771
270,38.79145762109844
271,37.16080859588418
272,33.930467091295185
273,31.8660854107589
274,29.49426097857173
275,32.71304478059014
276,31.313019798336697
277,31.114930339708252
278,28.829408775199127
279,27.13743093922659
280,31.179674505071603
281,32.87204937329007
282,32.430481451258586
283,36.45029365640661
284,38.35208153062205
285,35.940612549800775
286,38.05875227135071
287,42.271886756360395
288,36.88137195327799
289,38.82733935571846
290,38.71452477715924
291,41.22000067890969
292,44.3362480127186
293,43.666409680555105
294,39.17861169270414
295,39.51977125775743
296,38.60779583544947
297,38.99522298098813
298,40.82326162921169
299,38.55495822268282
300,38.273589455071544
301,36.358916409614295
302,37.653793845083335
303,38.83415970772443
304,40.16667228988834
305,36.74556009755762
306,38.763520751978454
307,39.7850606512024
308,44.82138575881083
309,50.241282972315936
310,47.588473591683886
311,43.39295563785361
312,42.99992191770124
313,41.71191312679657
314,40.42794554842748
315,44.896015240514366
316,43.84630940343781
317,47.48865355521937
318,50.260036667040836
319,48.51296247802176
320,48.032774505361765
321,47.6353536506487
322,43.8845001362027
323,44.591738712776156
324,50.47741314290301
325,52.466990965948604
326,53.96938861323687
327,50.45402728094656
328,49.36322365513638
329,50.274140752864135
330,54.18134541184366
331,57.85490371697264
332,56.78182137834038
333,58.473078415312344
334,62.569882777276796
335,63.53232008789593
336,61.85404704574915
337,60.386058496451334
338,60.339687415303985
339,56.38784025432147
340,54.23797674064294
341,54.61798097575941
342,52.40946118362939
343,49.992289107078605
344,48.60069965017494
345,43.981900452488745
346,39.063318881318835
347,30.94843708255408
348,27.90918219346206
349,27.301500682128292
350,29.22112421634263
351,25.4763144195732
352,24.37736600916523
353,20.30204549799288
354,23.787761071249122
355,22.45601306004002
356,34.92223167995054
357,43.481936971560344
358,41.398401407934315
359,39.69833345053093
360,40.39203419872795
361,37.469774639713705
362,40.63918364791687
363,42.4810433727631
364,42.029162718185454
365,39.908856056427986
366,38.68054578703057
367,43.297155384740314
368,45.20676188947736
369,43.140736814206214
370,46.76666833893544
371,46.663663212694594
372,50.95669169838495
373,49.65914786967418
374,51.29493621955933
375,53.052144046627774
376,57.04179221800077
377,56.81254730029488
378,56.84633236851025
379,55.639212883795715
380,55.79603255340791
381,56.00970130201683
382,55.818746183594534
383,58.013591770896696
384,54.67938555731701
385,56.05211620063105
386,49.554896142433236
387,44.625794931236506
388,46.022874127681604
389,45.360463635205704
390,41.59724397118702
391,47.59127380530403
392,44.59225754955431
393,39.74675830314523
394,40.22235657664921
395,42.27415539944224
396,44.41436095245159
397,36.92582188140612
398,33.72319688109164
399,33.22037727324073
400,29.70830691185799
401,36.27571327604809
402,30.72241712608293
403,40.053050397878
404,40.75344682503721
405,39.08580282781331
406,34.044241327874545
407,33.75818227593152
408,32.50605141403928
409,35.685133040149324
410,33.26858780448974
411,37.57022689884224
412,38.58709512879368
413,39.94011789289836
414,40.026254922798
415,39.054757972303385
416,38.40219869452513
417,40.43795159814472
418,39.44112759278635
419,43.94430253566758
420,44.571879936808834
421,42.555420937162324
422,44.692449117827344
423,46.84418473388892
424,45.0094468695029
425,45.65339501073849
426,46.31829753900387
427,48.08226604323373
428,48.13608764967268
429,49.973588759376014
430,47.78011916872547
431,40.764021401578965
432,43.22383559469971
433,33.07316627869831
434,32.07800629979624
435,30.201927689825155
436,31.583508163823808
437,40.170621609309656
438,39.614473576737765
439,40.30441277403208
440,45.631552670993514
441,40.10510628284572
442,41.792426254577684
443,39.9266039914234
444,40.84275350092801
445,40.20035208315872
446,42.57760970890865
447,39.707921650199374
448,42.428057553956826
449,38.726702168124746
450,37.790562798682345
451,41.50852855210927
452,36.721965293393836
453,37.074385047044444
454,40.03330771201639
455,39.09507923269392
456,38.85027633562217
457,38.352484086963685
458,39.48006637450536
459,39.57267144319342
460,38.76101758636535
461,40.37156282631395
462,40.14276443867619
463,40.71165321165318
464,40.07534936697772
465,44.0904126501733
466,46.09812968199632
467,35.24226692623837
468,37.11064290188484
469,35.347149045779176
470,29.390703919186706
471,30.17196114465733
472,30.834741906123995
473,25.09523809523806
474,22.387425658453665
475,28.030740526853464
476,28.288774787535317
477,31.5507782882119
478,31.78201537982845
479,35.77919892292158
480,36.9771284459518
481,35.14988814317671
482,34.935740650153406
483,31.417157275020983
484,31.414273098111806
485,35.01003512293025
486,34.15323601383848
487,33.988327665113175
488,82.13360305482317
489,82.6420082219708
490,82.93277877697842
491,83.4503985478652
492,83.50029330806373
493,82.30989925049488
494,82.733734041153
495,82.80727812848126
496,82.28469094263855
497,83.33168973187384
498,83.14583401663991
499,82.08823912760135
500,81.63955093302035
501,82.33399919223677
502,81.34136041752387
503,84.51975112791261
504,86.79206044781293
505,86.43868617427582
506,86.43390348556987
507,86.17907339927122
508,85.47795634897241
509,85.16988722074565
510,85.19436660199757
511,83.83023542506973
512,85.6120951999903
513,87.393751933189
514,84.82767807406333
515,83.39886624050176
516,83.51800387387064
517,82.12198641966549
518,26.82419019028704
519,19.655995712127762
520,17.889928599937804
521,21.959957850368795
522,19.53212866461719
523,19.233608978145284
524,13.52756802963387
525,11.861763852625486
526,16.804011642178367
527,15.937007874015848
528,24.718054172155732
529,30.695064484127045
530,38.888115586982615
531,35.03539187525645
532,40.65157884446183
533,41.24506987388619
534,39.21709338395299
535,39.31447402009703
536,42.60442044731239
537,43.42397215575376
538,44.647804367269465
539,43.12837154416723
540,47.46910241772329
541,47.08617298177989
542,47.6900412492634
543,49.271386936396375
544,51.66258730822039
545,51.92711562693761
546,51.393529541225675
547,52.29012295415683
548,52.140085766796
549,54.77913293020396
550,57.35994848679976
551,55.13747875724434
552,61.215243439663304
553,64.2720600382319
554,66.45842992752387
555,66.75149664315666
556,65.61387677344965
557,66.19739592515174
558,62.16862292175876
559,60.16798167472639
560,54.9723668657956
561,61.16442738323744
562,54.51481963697639
563,54.66931267412127
564,58.193857653558695
565,57.058073767226965
566,49.882874057668566
567,45.37729712148314
568,44.26005061610587
569,45.85822980698962
570,34.86802006657595
571,38.590553924252184
572,33.90161240628521
573,24.874158983304085
574,28.341890093173546
575,29.720837487537338
576,36.16402970616721
577,36.333302437667946
578,37.523307108099495
579,44.46600371897482
580,44.762757385854954
581,48.07435845625378
582,45.062148816618404
583,45.86182306304793
584,47.67989533362404
585,46.25832571503198
586,43.98235664776309
587,44.7940385013455
588,42.4280448592267
589,46.62837616779964
590,45.28028805422196
591,46.3473684210526
592,46.3457422546577
593,45.12379811925478
594,47.610229893089226
595,46.92008401335952
596,51.00336151573803
597,55.318255024158
598,53.2802375809935
599,54.599529672153814
600,54.576880530973455
601,54.19048947148236
602,54.49255039439092
603,59.40724561271374
604,55.623629074956526
605,57.652877048588536
606,54.618955512572526
607,56.919975811328364
608,55.36873035954781
609,43.63611639923851
610,42.84188509634637
611,40.166536320559395
612,39.178819833969015
613,40.288118419313626
614,42.22479821397902
615,42.98451635351425
616,44.54811809781381
617,41.65487977369164
618,43.0870519385516
619,35.58895983107935
620,37.376535145022196
621,35.83337744138039
622,37.00666885317588
623,35.57540725170779
624,33.47080529628829
625,33.06529430685107
626,26.428255093002647
627,22.531160115052728
628,21.988001541086476
629,27.097176079734226
630,27.948814049365524
631,26.66148666148665
632,33.40741098603799
633,35.468164794007535
634,36.9831584085917
635,30.00617900090316
636,29.51920368109691
637,30.847904981854228
638,29.72837936046517
639,37.09423258745671
640,37.209827477192725
641,38.19825492488984
642,39.342445511636555
643,34.27063339731285
644,30.665399239543788
645,29.65501273442932
646,34.55718833122572
647,35.44751084671468
648,38.76830118521957
649,38.05721585983483
650,36.668440659925444
651,36.483981996293345
652,34.10750381584917
653,33.81180223285483
654,31.303435411161146
655,37.19287585918805
656,46.55049424233161
657,44.1850717394809
658,45.39702520952728
659,46.77237058804533
660,51.67264587741086
661,53.12062256809342
662,49.512866159572745
663,45.99150729542477
664,44.034481704521106
665,45.364363544750255
666,46.375035354011466
667,48.08482156439196
668,48.42514859979166
669,47.15245510485995
670,48.57561858404316
671,46.520246666059094
672,48.281433607520555
673,47.19988512349224
674,46.036414565826334
675,47.60514346678642
676,48.5654438717857
677,48.92276084180132
678,49.674472042893115
679,50.857095074839016
680,51.7264840959347
681,51.62695942504669
682,54.62760704988182
683,52.16000000000001
684,56.272935779816514
685,53.15090471521526
686,45.593607305936075
687,48.80594930521609
688,50.45568991808219
689,44.72374679839006
690,40.32391862532094
691,38.141576035107775
692,41.67038856632424
693,43.45767185498586
694,44.479758452187035
695,44.13086322428064
696,43.45553915506442
697,37.22817645231437
698,38.01951142131978
699,32.545843176960304
700,28.730960879245146
701,30.825674742998274
702,26.47950346420322
703,37.47700394218132
704,42.13208179684879
705,38.47898300753803
706,37.77138795554406
707,36.546938009940895
708,36.38585934561863
709,43.04394185981257
710,45.67340022056647
711,45.9403154676551
712,45.300445796962165
713,50.02262315479894
714,48.38342241303777
715,47.77780982320539
716,46.366995073891616
717,49.638547882547776
718,48.759681808666556
719,50.16691794098644
720,49.742058104805885
721,49.73125576849992
722,48.69933789511592
723,49.07497565725412
724,52.52431681333951
725,52.997938144329886
726,52.97725459996151
727,56.12547197211736
728,55.18304871780228
729,58.21884791516028
730,60.42526579111943
731,58.370260955194475
732,60.9945634793732
733,49.736449527598225
734,48.70597787475894
735,50.19524440415591
736,46.83662076665426
737,50.12477313974594
738,52.232482346550775
739,45.87863619579039
740,73.40685039211338
741,74.32249455444573
742,69.2952283372365
743,70.51962196535851
744,71.55062808320193
745,70.04032458804195
746,72.85658842785546
747,71.59628526371117
748,72.14546609496577
749,71.9031373100731
750,72.01093145069456
751,72.41433982207339
752,72.30407329453999
753,68.26833021139947
754,67.52811104075028
755,64.98558840484225
756,66.2421595871377
757,67.6993436246505
758,68.92773324392692
759,69.15854982492083
760,71.12070261978519
761,72.09681102062558
762,72.15318709363791
763,75.84380060052501
764,74.94931715673177
765,73.3956108221244
766,73.79367846585308
767,73.56202303210115
768,70.00744760080858
769,69.98646326068108
770,49.75556347710953
771,45.111787603553275
772,46.08932850660279
773,43.48743987172632
774,40.25764895330114
775,42.8829371050256
776,40.01808045803824
777,36.86533603531079
778,38.43426003627408
779,40.919002706039976
780,40.24223635121644
781,40.93812641988511
782,38.732954983179674
783,40.526089526573166
784,41.21786700658591
785,40.62025647736193
786,34.20651133924643
787,28.563919550723412
788,24.707568660574893
789,24.75953522969195
790,29.960364834535127
791,29.988782548509533
792,30.67378819748069
793,30.09556037461573
794,34.355884232630316
795,35.63700073395363
796,38.840018898062986
797,39.40846074978827
798,40.05482307099815
799,37.19074567965484
800,37.73751182185538
801,38.897997164126174
802,41.01719465470516
803,43.08354749988729
804,38.50024545900835
805,42.0905372028404
806,42.66518014317568
807,42.22007161521339
808,47.21411773027072
809,47.4852669539977
810,47.59914651995274
811,44.05006690818891
812,40.40384385103581
813,43.603287250837305
814,48.920248022236485
815,55.42593283342122
816,59.812801552008665
817,60.955247544374664
818,64.05246424939826
819,63.35281162077174
820,60.217452659024
821,60.31133100036201
822,59.80115744175694
823,60.65723112671963
824,57.27823111345092
825,58.29292462178767
826,57.39851004102786
827,56.60115575791048
828,58.21721676462932
829,60.611305779541524
830,60.43145127088694
831,61.183946871242924
832,60.74316163410301
833,56.99653841222808
834,61.897538336762736
835,61.4687120291616
836,62.36959873078593
837,66.08950452850293
838,63.25307342253617
839,62.003589663164114
840,61.88066294499223
841,65.31803579623679
842,75.49007182087027
843,72.57355353822595
844,63.13579326624422
845,52.14647856276864
846,44.913028702073085
847,47.71567649991205
848,45.16203171684672
849,47.86210892236388
850,49.11605318487373
851,46.71666571248639
852,46.25457018960968
853,49.642828690548896
854,53.52642682022917
855,53.5634934199282
856,53.476027397260225
857,54.27685890565706
858,51.6908622690098
859,52.4246140125968
860,48.907504735480074
861,48.37960519370841
862,48.82544079262768
863,53.681194893333
864,54.031523449360975
865,50.444049733570125
866,45.23114901256733
867,44.33279400493914
868,45.03181321299432
869,45.700005584408366
870,48.633762900379686
871,50.30420353982299
872,50.38378706720418
873,51.09051712069882
874,56.35375010788573
875,61.104101917100024
876,58.468288086685064
877,56.84168655529032
878,59.72727272727268
879,57.76546921981317
880,57.94383686847987
881,60.85756530310486
882,60.65826101195348
883,53.72629498726865
884,49.32790509949813
885,48.30648048693161
886,46.50413131275708
887,48.791665174895286
888,46.26718723476495
889,42.94349991413369
890,48.03690195237074
891,53.02788314367468
892,54.04571351058058
893,48.60380544191183
894,49.680516260291796
895,51.49927858979995
896,54.80124161409833
897,56.245325355272975
898,53.364354579539345
899,52.01543168817345
900,47.1376910480349
901,48.423361667123686
902,45.05423344665693
903,49.6345029239766
904,47.7634571645186
905,45.74323908088465
906,48.09417403413324
907,45.953601294847594
908,43.451830315845065
909,42.84178637740645
910,41.7090604675124
911,42.25199362041469
912,41.30468676915402
913,40.590812980725055
914,45.096341893494895
915,48.046235058552256
916,43.645125204371396
917,41.254048376272884
918,45.782868588239005
919,51.658726215181346
920,52.16347544397525
921,49.01507444742442
922,47.17820900836746
923,52.15582334268188
924,45.04035328155936
925,44.87246066900868
926,42.0526767821357
927,42.67304860088361
928,40.28286501082801
929,41.44726258780631
930,47.7539111625333
931,46.38138287303796
932,52.403194578896446
933,49.175810155652
934,50.14392630972943
935,52.70504355684982
936,51.47985581520809
937,51.073141783294574
938,52.85887157767364
939,54.31619537275067
940,54.28131021194608
941,53.84854771784239
942,53.96190129681125
943,55.26530612244898
944,54.359098358453615
945,51.50471711318273
946,54.03230543318651
947,51.74081781877498
948,51.074870274277245
949,43.45881802770794
950,42.75780440893616
951,43.322981366459615
952,43.04803493449779
953,42.76310014921444
954,42.2733188720173
955,38.18206745270083
956,45.57369826802873
957,41.372968001947505
958,48.56081208433183
959,51.636667426141116
960,46.21791183803188
961,48.898606621940935
962,40.6718640030318
963,39.90915852103698
964,38.07106598984773
965,33.90709677419363
966,38.14501157142498
967,39.00132922027444
968,39.32242291188506
969,41.501310820886566
970,44.439243587343206
971,40.8831662633944
972,39.98140792698388
973,41.9130577025314
974,45.994448880270674
975,46.36108298144719
976,49.24204284835262
977,52.092749439781215
978,51.90982737734705
979,53.422549477949204
980,52.643983205260255
981,51.597208374875365
982,52.98333265080471
983,51.14453891432307
984,49.21721343718041
985,47.8717502343466
986,46.920289855072475
987,50.01676627808351
988,50.56381442896718
989,46.86886672197155
990,50.76534517067197
991,49.722547870261806
992,63.80344546283413
993,63.47953402508116
994,63.708672735984656
995,66.9779930157475
996,66.2695808725792
997,65.25934655257808
998,65.6349782906185
999,63.69115909518997
1000,62.384772359439886
1001,66.04216328963048
1002,66.91574676856308
1003,66.100154679041
1004,62.122263966024214
1005,62.33375972061481
1006,58.60441251924063
1007,57.739691585652004
1008,58.22448851643645
1009,58.551193678547435
1010,55.747621432148215
1011,55.25950045665728
1012,51.34013392115989
1013,52.55795736426879
1014,58.554444690309985
1015,64.76186429876364
1016,64.5767489536175
1017,63.610038610038615
1018,61.375649055812985
1019,63.27606815571751
1020,60.5036297640653
1021,61.25370919881305
1022,38.23888662693856
1023,40.176249077992225
1024,40.99048792698426
1025,38.46393640649963
1026,35.19023798696381
1027,37.14755814823128
1028,34.232300366872266
1029,37.10959011879472
1030,37.01204441131465
1031,43.770302461560654
1032,44.79867011451785
1033,45.16531503431068
1034,46.732733416866
1035,44.44568286521027
1036,49.4311286407767
1037,50.706099815157145
1038,47.12764836091495
1039,51.34883411502506
1040,53.5319207961993
1041,52.47824313298884
1042,64.92248789459859
1043,66.07000217849105
1044,61.63097787294789
1045,54.83815308164824
1046,52.34972281604403
1047,52.31170903288973
1048,52.564564997835866
1049,47.663679277553555
1050,47.21589732974542
1051,51.22884192407001
1052,48.006093735997865
1053,55.14842300556587
1054,55.368086361188745
1055,56.078522898189945
1056,57.05503667352646
1057,54.96253209663052
1058,55.035141088849215
1059,54.86231769599326
1060,55.718290669950484
1061,50.73481206293708
1062,52.60435495981534
1063,52.063117036537
1064,53.712255772646536
1065,54.4532786658171
1066,53.224842812028804
1067,52.69729838593665
1068,54.63711481669296
1069,51.062496082241616
1070,54.727488893060546
1071,56.08387572541604
1072,53.575786334056374
1073,49.71145637698479
1074,53.266208251473444
1075,57.83339046966051
1076,58.29006707848559
1077,54.44149406974687
1078,53.007532476984046
1079,56.00968932636116
1080,58.03623826291083
1081,52.991207165749024
1082,59.79414901015348
1083,45.55770159343303
1084,44.804797454411926
1085,44.50549450549448
1086,48.48947207812028
1087,48.271462421775304
1088,50.600522193211546
1089,46.50266409704123
1090,46.151651737319476
1091,47.84125857582203
1092,47.399498986043234
1093,43.46343957729666
1094,39.45644261101663
1095,37.04716336295276
1096,35.13960019824876
1097,28.82531838053592
1098,30.1200173519062
1099,29.122005778730426
1100,29.905982118167344
1101,30.185607294040835
1102,26.168572849328527
1103,23.767406849830493
1104,19.28813559322019
1105,28.327593498882166
1106,41.41252006420546
1107,40.48768710767741
1108,41.024473261583445
1109,41.13391655450871
1110,37.97731112720247
1111,38.571872534723035
1112,38.3017613825191
1113,39.17694497153703
1114,39.34096607844066
1115,41.75378658467147
1116,43.411298709920096
1117,44.833853126612645
1118,43.1558123328013
1119,43.79776870251644
1120,42.39472030169707
1121,43.67468530215478
1122,42.8482614680936
1123,43.717010624561105
1124,44.01227326053606
1125,44.61826997850053
1126,45.42750929368028
1127,47.35516372795968
1128,44.1136948550345
1129,45.80836244996183
1130,42.68573421695155
1131,44.09180025371931
1132,47.097664334286016
1133,53.912709586586445
1134,56.14021058243367
1135,53.75231884872673
1136,41.28184997501965
1137,49.80534743646247
1138,44.87149017078056
1139,45.504940949626395
1140,46.38657821768283
1141,45.178193302946575
1142,48.57062484616194
1143,51.02300505642429
1144,47.787923606198994
1145,46.673453303559654
1146,46.66119231400888
1147,45.493985407217494
1148,45.9592270403081
1149,47.05045492142267
1150,48.690382442565124
1151,49.51829145051537
1152,50.25125628140709
1153,49.558357494437345
1154,47.025606075357814
1155,48.7849412389616
1156,48.651789865179005
1157,47.66723060905776
1158,48.98853111311733
1159,49.21438082556586
1160,50.318232871583696
1161,53.05978068623979
1162,49.69280809541019
1163,49.92055164143311
1164,54.087146650007874
1165,49.307865310906216
1166,49.92020028164603
1167,45.23917552501949
1168,46.403164683199236
1169,46.471136560356896
1170,47.637795275590534
1171,49.78518422080463
1172,48.01711647966576
1173,44.32769367764916
1174,45.4844486678118
1175,41.21242811154919
1176,35.24327546382534
1177,36.589995533720455
1178,37.73006134969325
1179,32.77730879621812
1180,32.754082872182465
1181,29.15989710262656
1182,34.34595688183596
1183,34.86282688913843
1184,35.666218034993264
1185,34.43931121377568
1186,33.599142686040224
1187,31.106831246899517
1188,36.13554519156971
1189,35.763909506561376
1190,34.12174602724977
1191,28.416614708589435
1192,35.32322191135326
1193,28.5813288671999
1194,27.19378293250122
1195,30.200202585950066
1196,26.78871763765197
1197,25.26589520218434
1198,24.15173133808942
1199,28.290404755165554
1200,28.219294517637053
1201,26.151379712397954
1202,30.34891979197691
1203,35.726903185987624
1204,36.19448037947392
1205,36.49903246146153
1206,42.10808470277739
1207,41.76587713112373
1208,37.76473493266472
1209,39.42807281957722
1210,41.839010350151554
1211,40.55951809009942
1212,41.352780309936215
1213,38.7965243568692
1214,38.59386432083851
1215,41.28011148715906
1216,41.77215189873419
1217,49.121055748244636
1218,45.23970401621649
1219,49.00082880559904
1220,49.52454820445204
1221,50.0595835423984
1222,49.81011361666587
1223,55.54094550792
1224,57.2658867791429
1225,56.353811991117695
1226,60.98084495366669
1227,64.94971091303299
1228,69.37027942684858
1229,65.92430043265787
1230,66.14245067112014
1231,66.25048169556837
1232,62.27257282303153
1233,58.39048707690354
1234,57.238234561752975
1235,60.37197490289811
1236,60.063532210228374
1237,57.44340071858361
1238,59.629729486833824
1239,59.70485017547014
1240,60.83153536649365
1241,62.8414806782928
1242,62.049925404125055
1243,66.62671397065871
1244,83.09898595612879
1245,82.81876763023729
1246,82.9690870495621
1247,80.79031820844882
1248,83.09793351302784
1249,80.39478270440827
1250,81.53427305079862
1251,81.25491939143075
1252,80.91723227752638
1253,78.7175406590847
1254,77.90164390088941
1255,78.36253836253832
1256,76.03816610657702
1257,75.91361959242761
1258,75.6929507731017
1259,77.20630846924412
1260,77.1550070009853
1261,77.30705432666053
1262,79.06493999135955
1263,80.58817215842004
1264,81.66719237755464
1265,80.18719698330035
1266,79.42349043993718
1267,81.85531690604819
1268,83.76585963836953
1269,84.91441762235696
1270,81.95113363429442
1271,82.09152632043026
1272,82.0010634526763
1273,81.25424380244694
1274,35.939757453701745
1275,33.220239591187195
1276,31.5728801981045
1277,34.45785378127776
1278,33.887444279346326
1279,37.577879614850026
1280,36.82783320542346
1281,39.239790145046875
1282,37.722636626579394
1283,39.948412058681384
1284,42.123799359658534
1285,40.845377692937156
1286,42.39216574210352
1287,36.624992450323255
1288,33.12128922815951
1289,31.73322498258659
1290,29.20339172152201
1291,24.686992812427704
1292,23.7959548552913
1293,23.562993227738374
1294,26.340223278434877
1295,27.301369078306777
1296,30.43143297380584
1297,30.857653032754882
1298,30.797505012252202
1299,26.89757658893457
1300,29.61611076148516
1301,31.445707070707016
1302,25.507383183871582
1303,24.80167835835573
1304,16.3332938809326
1305,19.60010028832893
1306,19.925851451552077
1307,19.22633844661371
1308,27.711505689626847
1309,27.646155533618582
1310,25.963123197363117
1311,22.919359649995172
1312,23.212487411883274
1313,23.777594388281543
1314,21.462556888705123
1315,22.397669783841877
1316,27.550966654375188
1317,24.809069778473656
1318,25.12369697843127
1319,27.97850840439706
1320,40.946173436353504
1321,40.86151195347843
1322,43.05493323774536
1323,38.82110536522311
1324,36.94046598930929
1325,45.24099405571872
1326,43.886687215617286
1327,45.35244836053732
1328,45.14053626626413
1329,44.974037600716194
1330,46.77736118550266
1331,46.04696251615686
1332,45.369322201782985
1333,47.1007931621455
1334,52.76755687438183
1335,52.530915742176624
1336,52.301886792452855
1337,52.399713467048684
1338,49.147570256366606
1339,50.38923968514828
1340,53.73264686954117
1341,53.26012666879297
1342,53.403691520467845
1343,53.723257735745044
1344,51.96731503685943
1345,49.824202234189336
1346,44.23356416175088
1347,49.77798771846952
1348,49.9123762610713
1349,45.43899144529485
1350,41.399487402678986
1351,41.39348225510104
1352,39.95454330223961
1353,44.321882550687995
1354,50.59540958417362
1355,35.90008257638317
1356,41.56669019054341
1357,39.72411132011776
1358,39.777831441680775
1359,41.019214703425305
1360,39.839598997493745
1361,44.66955428252063
1362,41.887583526226116
1363,41.301676468006704
1364,41.84782608695653
1365,41.852882358055815
1366,40.06575661727979
1367,41.900271831464515
1368,41.74935059404675
1369,41.407682141791376
1370,40.65126050420169
1371,44.707406607644096
1372,45.6940570692985
1373,43.96312983094283
1374,42.75778894472367
