Date,Open,High,Low,Close,Return,SMA_Month,SMA_Year,EMA_Month,EMA_Year,MACD,MACD_signal,RSI
2012-05-31,1313.09,1319.74,1298.9,1310.33,-0.002101912283240289,1355.637,,1343.6411985778402,1356.5402019407456,-12.899003362905432,-5.873072574463142,
2012-06-01,1309.87,1309.87,1277.25,1278.04,-0.024300121386091698,1353.1433333333332,,1339.4050102906488,1355.5596899060783,-16.154679615429586,-7.929393982793689,
2012-06-04,1278.29,1282.55,1266.74,1278.18,-8.605246070915047e-05,1349.8473333333334,,1335.451645943644,1354.599917148187,-19.14827120454288,-10.173169427263343,
2012-06-05,1277.82,1287.62,1274.16,1285.5,0.006010236183500073,1346.5023333333334,,1332.2263919750756,1353.7487480953723,-21.522356120296763,-12.443006765966993,
2012-06-06,1285.61,1315.13,1285.61,1315.13,0.022961862462177653,1343.7876666666666,,1331.122577047981,1353.276282465823,-22.153705417842048,-14.38514649640838,
2012-06-07,1316.15,1329.05,1312.68,1314.99,-0.0008813585077689335,1341.893,,1330.0810401348979,1352.8110338103006,-22.72999367540274,-16.054115932252884,
2012-06-08,1314.99,1325.81,1307.77,1325.66,0.008114130145476448,1339.3696666666665,,1329.7956257577919,1352.4832906143672,-22.68766485657534,-17.380825717146394,
2012-06-11,1325.72,1335.52,1307.73,1308.93,-0.012664816099930577,1336.8923333333335,,1328.4486352574063,1351.9610044762112,-23.512369218804906,-18.60713441749955,
2012-06-12,1309.4,1324.31,1306.62,1324.18,0.011287612647013877,1333.7446666666665,,1328.1730822999984,1351.6300182918962,-23.456935991897808,-19.57709473239278,
2012-06-13,1324.02,1327.28,1310.51,1314.88,-0.006903218984607387,1331.2869999999998,,1327.3150063373666,1351.1949800516397,-23.879973714273092,-20.43767052877848,
2012-06-14,1314.88,1333.68,1314.14,1329.1,0.01081467510343134,1328.2556666666667,,1327.430224717845,1350.9350811843865,-23.50485646654147,-21.051107716336578,
2012-06-15,1329.19,1343.32,1329.19,1342.84,0.010269412198406446,1325.8153333333332,,1328.4248681150152,1350.8404563279737,-22.415588212958482,-21.324003815662916,
2012-06-18,1342.42,1348.22,1334.46,1344.78,0.0017580190998345523,1324.1909999999998,,1329.4804989378335,1350.7700528072605,-21.28955386942698,-21.317113826415692,
2012-06-19,1344.83,1363.46,1344.83,1357.98,0.009778187577612108,1323.3803333333335,,1331.3199279285143,1350.8532976569925,-19.533369728478192,-20.960365006826557,
2012-06-20,1358.04,1361.57,1346.45,1355.69,-0.0017304350387322238,1322.9936666666665,,1332.8927917819517,1350.9088038640502,-18.01601208209854,-20.371494421878793,
2012-06-21,1355.43,1358.27,1324.41,1325.51,-0.0220741757228334,1322.7259999999999,,1332.4163122759928,1350.6190678492826,-18.202755573289778,-19.937746652159717,
2012-06-22,1325.92,1337.82,1325.92,1335.02,0.006863159164957093,1321.7570000000003,,1332.5843483320862,1350.4421732808332,-17.857824948747066,-19.52176231147621,
2012-06-25,1334.9,1334.9,1309.27,1313.72,-0.015866357030489223,1320.9913333333332,,1331.3669126765694,1350.0281736473826,-18.661260970813146,-19.349662043343272,
2012-06-26,1314.09,1324.24,1310.3,1319.99,0.00448979902442001,1319.669,,1330.6327034041315,1349.6914842538495,-19.058780849718005,-19.29148580461813,
2012-06-27,1320.71,1334.4,1320.71,1331.85,0.008434857008730055,1319.057,,1330.7112601788085,1349.492646274812,-18.781386096003416,-19.189465862895066,
2012-06-28,1331.52,1331.52,1313.29,1329.04,-0.0018625330449411337,1319.0966666666666,,1330.6034093150001,1349.265995108098,-18.662585793097833,-19.08408984893552,
2012-06-29,1330.12,1362.17,1330.12,1362.16,0.02408805220581616,1319.238,,1332.6398063697054,1349.4080851225374,-16.768278752831975,-18.620927629714455,
2012-07-02,1362.33,1366.35,1355.7,1365.51,0.0023342361982779973,1321.1480000000001,,1334.7609395142083,1349.5845455246015,-14.823606010393178,-17.861463305849732,
2012-07-03,1365.75,1374.81,1363.53,1374.02,0.006055280981145877,1323.4909999999998,,1337.2943133896028,1349.8508696222443,-12.55655623264147,-16.800481891207557,
2012-07-05,1373.72,1373.85,1363.02,1367.58,-0.0044696153510177476,1325.4253333333334,,1339.248612042205,1350.0430564634594,-10.794444421254411,-15.599274397216455,
2012-07-06,1367.09,1367.09,1348.03,1354.68,-0.00907767593940403,1327.1236666666666,,1340.2443681999328,1350.0930529679729,-9.84868476804013,-14.449156471380826,
2012-07-09,1354.66,1354.87,1346.65,1352.46,-0.0016240237402743458,1328.3176666666668,,1341.0326088024483,1350.118438895246,-9.085830092797778,-13.376491195663947,
2012-07-10,1352.96,1361.54,1336.27,1341.47,-0.00849249053926207,1329.3770000000002,,1341.0608321221598,1350.0261682600149,-8.965336137855047,-12.49426018410199,
2012-07-11,1341.4,1345.0,1333.25,1341.45,3.727448933946215e-05,1330.1653333333336,,1341.0859434999722,1349.9351424341628,-8.849198934190554,-11.765247934119584,
2012-07-12,1341.29,1341.29,1325.41,1334.76,-0.004868447539309153,1330.4663333333333,,1340.6777607431088,1349.7749014795827,-9.097140736473875,-11.231626494590374,
2012-07-13,1334.81,1357.7,1334.81,1356.78,0.016459271356972175,1331.181,,1341.716751496807,1349.8484964104402,-8.131744913633156,-10.611650178398866,
2012-07-16,1356.5,1357.26,1348.51,1353.64,-0.0021083671212678953,1332.7293333333334,,1342.4860879632229,1349.888129795015,-7.402041831792076,-9.969728509077456,
2012-07-17,1353.68,1365.36,1345.07,1363.67,0.007379882985639153,1335.2493333333334,,1343.852949241356,1350.031479450668,-6.17853020931193,-9.2114888491243,
2012-07-18,1363.58,1375.26,1358.96,1372.78,0.006746945540415704,1338.099,,1345.7194114866047,1350.2669317244063,-4.547520237801564,-8.278695126859704,
2012-07-19,1373.01,1380.39,1371.21,1376.51,0.002549143851829193,1341.0083333333334,,1347.706101118773,1350.5372327272605,-2.831131608487567,-7.18918242318523,
2012-07-20,1376.51,1376.51,1362.19,1362.66,-0.010061677721193388,1343.0543333333333,,1348.670959677235,1350.6614951678487,-1.990535490613638,-6.1494530366708755,
2012-07-23,1362.34,1362.34,1337.56,1350.52,-0.00867624821997441,1344.6433333333334,,1348.7902631144989,1350.660051703017,-1.8697885885180767,-5.293520147040293,
2012-07-24,1350.52,1351.53,1329.24,1338.31,-0.009040961999822317,1345.472,,1348.1140613634925,1350.534656487959,-2.4205951244664448,-4.718935142525511,
2012-07-25,1338.35,1343.98,1331.5,1337.89,-0.00034370680315299365,1346.4513333333334,,1347.4543936291434,1350.4068692141673,-2.952475585023876,-4.365643231025178,
2012-07-26,1338.17,1363.13,1338.17,1360.02,0.016328269203464363,1346.9083333333333,,1348.265136400184,1350.503570953388,-2.238434553203888,-3.940201495460914,
2012-07-27,1360.05,1389.19,1360.05,1385.97,0.019058122863130085,1348.413,,1350.6978724262863,1350.8587079740075,-0.16083554772126263,-3.1843283059129757,
2012-07-30,1385.94,1391.74,1381.37,1385.3,-0.00046178045225630257,1350.3086666666668,,1352.930408702822,1351.2020182939366,1.7283904088853888,-2.2017845629532946,
2012-07-31,1385.27,1387.16,1379.17,1379.32,-0.004295191551105594,1351.724,,1354.6330635404634,1351.4810413626908,3.152022177772551,-1.1310232148081183,
2012-08-01,1379.32,1385.03,1373.35,1375.14,-0.003030478786648375,1352.8753333333332,,1355.956164801231,1351.71477405258,4.241390748650929,-0.056540422116303134,
2012-08-02,1375.13,1375.13,1354.65,1365.0,-0.0073665762509727145,1353.4473333333333,,1356.5396681988232,1351.8454451951554,4.69422300366773,0.8936122630405076,
2012-08-03,1365.45,1394.16,1365.45,1390.99,0.018704456406312908,1353.7576666666666,,1358.7623777216918,1352.2287884172204,6.533589304471434,2.0216076713266964,
2012-08-06,1391.04,1399.63,1391.04,1394.23,0.0022932482171613,1355.9403333333332,,1361.0507149230916,1352.6383341897151,8.412380733376494,3.2997622837366594,
2012-08-07,1394.46,1407.14,1394.46,1401.35,0.004940980738063388,1357.914,,1363.6507788175754,1353.1112850940387,10.53949372353668,4.747708571696666,
2012-08-08,1401.23,1404.14,1396.13,1402.22,0.0007065221269884381,1360.835,,1366.1392141699482,1353.5860756754212,12.553138494527047,6.308794556262746,
2012-08-09,1402.26,1405.95,1398.8,1402.8,0.00038509263617300904,1363.576,,1368.5045137461905,1354.0598916703786,14.444622075811822,7.935960060172563,
2012-08-10,1402.58,1405.98,1395.62,1405.87,0.0023456772519214334,1365.941,,1370.9152737899108,1354.556634856772,16.358638933138764,9.620495834765803,
2012-08-13,1405.87,1405.87,1397.32,1404.11,-0.0012518938450923564,1368.5020000000002,,1373.0569384323278,1355.0297899646123,18.027148467715506,11.301826361355745,
2012-08-14,1404.36,1410.03,1400.6,1403.93,-0.00030618929619174307,1369.9003333333333,,1375.048809240427,1355.4948093899993,19.553999850427772,12.95226105917015,
2012-08-15,1403.89,1407.73,1401.83,1405.53,0.0011681826923760925,1371.181,,1377.0153934480234,1355.9687050351213,21.046688412902085,14.571146529916538,
2012-08-16,1405.57,1417.44,1404.15,1415.51,0.007071864083610247,1372.2313333333334,,1379.4989823408066,1356.5303848223652,22.968597518441356,16.250636727621504,
2012-08-17,1415.84,1418.71,1414.67,1418.16,0.001638603232003732,1373.829,,1381.99330344948,1357.1094663162914,24.883837133188536,17.97727680873491,
2012-08-20,1417.85,1418.13,1412.12,1418.13,0.00019748210318454006,1375.945,,1384.3247573566161,1357.6805793542617,26.644178002354465,19.710657047458824,
2012-08-21,1418.13,1426.68,1410.86,1413.17,-0.003497563693032399,1378.1339999999998,,1386.1857811730174,1358.197909784939,27.987871388078474,21.366099915582755,
2012-08-22,1413.09,1416.12,1406.78,1413.49,0.00028306760362049904,1380.524,,1387.9473794701632,1358.7114190857324,29.235960384430882,22.94007200935238,
2012-08-23,1413.49,1413.49,1400.5,1402.08,-0.008072218409751808,1382.9253333333334,,1388.8591787705586,1359.1126584118379,29.746520358720772,24.301361679226062,
2012-08-24,1401.99,1413.46,1398.04,1411.13,0.006519304702601374,1385.1693333333335,,1390.2960314951938,1359.59209890367,30.70393259152388,25.581875861685628,
2012-08-27,1411.13,1416.17,1409.11,1410.44,-0.0004889698326873177,1386.981,,1391.5956639842334,1360.0590086798684,31.536655304365013,26.772831750221506,
2012-08-28,1410.44,1413.63,1405.59,1409.3,-0.0008082584158135759,1388.8743333333334,,1392.7378969848933,1360.509488159248,32.228408825645374,27.863947165306286,
2012-08-29,1409.32,1413.95,1406.57,1410.49,0.0008301876082082656,1390.3953333333334,,1393.8832106255911,1360.9650548158597,32.91815580973139,28.874788894191305,
2012-08-30,1410.08,1410.08,1397.01,1399.48,-0.007517303982752688,1391.6523333333332,,1394.2442987281731,1361.3148372943288,32.92946143384438,29.685723402121926,
2012-08-31,1400.07,1413.09,1398.96,1406.58,0.004649767511624412,1392.4180000000001,,1395.0401605616146,1361.724441808127,33.315718753487545,30.411722472395052,
2012-09-04,1406.54,1409.31,1396.56,1404.94,-0.0011375431910929721,1393.882,,1395.6788674917736,1362.1141027007147,33.564764791058906,31.042330936127826,
2012-09-05,1404.94,1408.81,1401.25,1403.44,-0.0010676612524378264,1395.696,,1396.1795913003216,1362.4854061800856,33.69418512023594,31.57270177294945,
2012-09-06,1403.74,1432.12,1403.74,1432.12,0.020217419180189978,1397.867,,1398.4983515279032,1363.1088619063487,35.3894896215545,32.33605934267047,
2012-09-07,1432.12,1437.92,1431.45,1437.92,0.004049939949166398,1401.0080000000003,,1401.0417085008876,1363.7763358521306,37.265372648756966,33.321922003887764,
2012-09-10,1437.92,1438.74,1428.98,1429.08,-0.006147768999666285,1403.6046666666666,,1402.8506470428467,1364.3569753334411,38.49367170940559,34.35627194499133,
