Date,Open,High,Low,Close,Return,SMA_Month,SMA_Year,EMA_Month,EMA_Year,MACD,MACD_signal,RSI
2012-01-03,1258.86,1284.62,1258.86,1277.06,0.014457525062358043,,,1277.06,1277.06,0.0,,
2012-01-04,1277.03,1278.73,1268.1,1277.3,0.00021142807921503944,,,1277.184,1277.1803287671232,0.00367123287674076,,
2012-01-05,1277.3,1283.05,1265.26,1281.06,0.002943709386988171,,,1278.5630581266198,1278.4806451225493,0.08241300407053131,,
2012-01-06,1280.93,1281.84,1273.34,1277.81,-0.0024357302897114737,,,1278.3555631705512,1278.3116032939395,0.04395987661177969,,
2012-01-09,1277.83,1281.99,1274.55,1280.7,0.002245995163676012,,,1278.8889793104265,1278.7945317797935,0.09444753063303324,,
2012-01-10,1280.77,1296.46,1280.77,1292.08,0.008830625326951714,,,1281.4695947173907,1281.0392190988125,0.4303756185781822,,
2012-01-11,1292.02,1293.8,1285.41,1292.48,0.0003560316403771121,,,1283.3739160410269,1282.7006055147501,0.6733105262767367,,
2012-01-12,1292.48,1296.82,1285.77,1295.5,0.0023365932161425957,,,1285.2660207009676,1284.3313809670751,0.9346397338924817,,
2012-01-13,1294.82,1294.82,1277.58,1289.09,-0.0044253255278726145,,,1285.8126696313311,1284.871779014004,0.9408906173271134,0.5579550436352051,
2012-01-17,1290.22,1303.0,1290.22,1293.67,0.002673962580025147,,,1286.854203259213,1285.7734534093959,1.080749849817039,0.6750914284167859,
2012-01-18,1293.65,1308.11,1290.99,1308.04,0.011123565106481562,,,1289.483597793458,1287.8535978566642,1.6299999367938653,0.884019953763516,
2012-01-19,1308.07,1315.49,1308.07,1314.5,0.004915639071303573,,,1292.4137884438326,1290.1416609746177,2.2721274692148654,1.182127233101054,
2012-01-20,1314.49,1315.38,1309.17,1315.38,0.0006770686730215521,,,1294.9693772603177,1292.1475382372153,2.821839023102484,1.529147216438868,
2012-01-23,1315.29,1322.28,1309.89,1316.0,0.0005398049099438423,,,1297.2050419819902,1293.9126300207263,3.2924119612639515,1.8980235166558679,
2012-01-24,1315.96,1315.96,1306.06,1314.65,-0.0009954709869600484,,,1298.9851430848255,1295.348776157018,3.6363669278075577,2.25837079148499,
2012-01-25,1314.4,1328.3,1307.65,1326.05,0.008863359707851386,,,1301.6469831428385,1297.3474638248506,4.299519317987915,2.6784239418574063,
2012-01-26,1326.28,1333.47,1313.6,1318.43,-0.0059188105075850565,,,1303.2435801783377,1298.6427182485213,4.600861929816347,3.0717688800342,
2012-01-27,1318.25,1320.06,1311.72,1316.33,-0.0014564763891523405,,,1304.4515315018011,1299.671777966167,4.7797535356342,3.4196323625552294,
2012-01-30,1316.16,1316.16,1300.49,1313.01,-0.0023933260393873773,,,1305.2201669850838,1300.4089453010372,4.811221684046586,3.70201985957787,
2012-01-31,1313.53,1321.41,1306.69,1312.41,-0.0008526641949554946,,,1305.8499556559252,1301.0407455988302,4.809210057095015,3.9260406833331714,
2012-02-01,1312.45,1330.52,1312.45,1324.09,0.008868909291782447,,,1307.4116394186756,1302.1995111433253,5.212128275350324,4.185652699951107,
2012-02-02,1324.24,1329.19,1321.57,1325.54,0.000981695160997972,,,1308.9316845605679,1303.3225938692556,5.6090906913123035,4.472456537016024,
2012-02-03,1326.21,1345.34,1326.21,1344.9,0.014092790734499101,,,1311.8903919622546,1305.2413485137376,6.649043448516977,4.910358838253886,
2012-02-06,1344.32,1344.36,1337.52,1344.33,7.438705070214611e-06,,,1314.5123127732872,1306.9747280173287,7.537584755958505,5.438297139935695,
2012-02-07,1344.33,1349.24,1335.92,1347.05,0.002023312728273584,,,1317.0999600359323,1308.6853494812485,8.414610554683804,6.035817189810414,
2012-02-08,1347.04,1351.0,1341.95,1349.96,0.002167715880745986,,,1319.6745939816537,1310.3839437518195,9.290650229834228,6.688757187870962,
2012-02-09,1349.97,1354.32,1344.63,1351.95,0.0014666992599835687,,,1322.1689111285948,1312.0355849998607,10.133326128734097,7.37934070453137,
2012-02-10,1351.21,1351.21,1337.35,1342.64,-0.0063424634216738595,,,1323.7310215201514,1313.2113666949158,10.519654825235648,8.008620733271444,
2012-02-13,1343.06,1353.35,1343.06,1351.77,0.006485190535046861,,,1325.84568724374,1314.6454790339185,11.20020820982154,8.647927507898585,
2012-02-14,1351.3,1351.3,1340.83,1350.5,-0.0005920224968548469,,,1327.6850318431173,1315.938007204874,11.747024638243147,9.268515184300002,
2012-02-15,1350.52,1355.87,1340.8,1343.23,-0.005397920800876673,1314.8093333333334,,1328.8331862148252,1316.8926647866444,11.940521428180773,9.803446203097296,
2012-02-16,1342.61,1359.02,1341.22,1358.04,0.011492540648438538,1317.015,,1330.9704365548762,1318.290710742053,12.679725812823108,10.37915825111948,
2012-02-17,1358.06,1363.4,1357.24,1361.23,0.002334212037759799,1319.7063333333333,,1333.1657116149543,1319.7091971445734,13.456514470380853,10.995019843630457,
2012-02-21,1361.22,1367.76,1358.11,1362.21,0.0007272887556750629,1322.3786666666667,,1335.256031257907,1321.075528238407,14.180503019499838,11.632439689064197,
2012-02-22,1362.11,1362.7,1355.53,1357.66,-0.003266990184346212,1325.1919999999998,,1336.8565166580504,1322.2210909365556,14.635425721494812,12.233280625589947,
2012-02-23,1357.53,1364.24,1352.28,1363.46,0.0043682275898139,1327.7573333333335,,1338.7439415091917,1323.4798600745057,15.264081434685977,12.83963756148499,
2012-02-24,1363.46,1368.92,1363.46,1365.74,0.0016722162733046606,1330.1366666666665,,1340.6469808973302,1324.738266251735,15.908714645595182,13.453612375281875,
2012-02-27,1365.2,1371.94,1354.92,1367.59,0.00175065924406671,1332.5786666666668,,1342.5349965057585,1325.9840009668314,16.550995538927054,14.073217695001114,
2012-02-28,1367.56,1373.09,1365.97,1372.18,0.003378279563602415,1334.9816666666668,,1344.6008693612873,1327.2959850593065,17.304884301980792,14.719658424786505,
2012-02-29,1372.2,1378.04,1363.81,1365.68,-0.004751493951319036,1337.7513333333334,,1346.0622550917262,1328.3616635097653,17.700591581960907,15.315924313552612,
2012-03-01,1365.9,1376.17,1365.9,1374.09,0.005996046562705781,1340.1516666666669,,1347.9960718735215,1329.6035537105747,18.39251816294677,15.931308522304919,
2012-03-02,1374.09,1374.53,1366.42,1369.63,-0.0032457844828212195,1342.3533333333332,,1349.4820796745082,1330.667510993952,18.81456868055625,16.508009614258327,
2012-03-05,1369.59,1369.59,1359.13,1364.33,-0.0038405654246891343,1344.1909999999998,,1350.4977270550598,1331.5438011418016,18.953925913258217,16.997226168411704,
2012-03-06,1363.63,1363.63,1340.03,1343.36,-0.014864736035434985,1345.8226666666667,,1350.0113732272912,1331.8451974317827,18.16617579550848,17.23102882325838,
2012-03-07,1343.39,1354.85,1343.39,1352.63,0.0068781217665756095,1346.7346666666667,,1350.1891584595733,1332.364939321423,17.824219138150283,17.349672053878276,
2012-03-08,1352.65,1368.72,1352.65,1365.91,0.009802979336857273,1348.0006666666668,,1351.2528947642159,1333.1876848714332,18.065209892782605,17.49278460840385,
2012-03-09,1365.97,1374.76,1365.97,1370.87,0.0035871944479013915,1349.3293333333334,,1352.5761027773858,1334.094615123139,18.48148765424685,17.690530729929787,
2012-03-12,1370.78,1373.04,1366.69,1371.09,0.0002261486161163319,1351.0773333333334,,1353.8212422297406,1334.9687506597259,18.852491570014763,17.922928080580885,
2012-03-13,1371.92,1396.13,1371.92,1395.95,0.01751559857717649,1352.9026666666666,,1356.646845897534,1336.383924893857,20.262921003676865,18.390935014722793,
2012-03-14,1395.95,1399.42,1389.97,1394.28,-0.0011963179196963162,1355.6673333333335,,1359.164495034366,1337.704079887151,21.460415147214917,19.004839803163144,
2012-03-15,1394.17,1402.63,1392.78,1402.6,0.006046608376309801,1358.3963333333334,,1362.0634101199016,1339.1586279240857,22.90478219581587,19.78483718768943,
2012-03-16,1402.55,1405.88,1401.47,1404.17,0.0011550390360415802,1361.0133333333333,,1364.867394906844,1340.591478169747,24.275916737097077,20.68306130229605,
2012-03-19,1404.17,1414.0,1402.43,1409.75,0.003973877806818211,1363.6343333333332,,1367.850048383432,1342.0908782452818,25.75917013815024,21.698290488262472,
2012-03-20,1409.59,1409.59,1397.68,1405.52,-0.002887364410927955,1365.7959999999998,,1370.3485450476542,1343.4441170212222,26.904428026432015,22.739524082954798,
2012-03-21,1405.52,1407.75,1400.64,1402.89,-0.0018711935796003486,1367.8356666666668,,1372.5029898806663,1344.6925617089476,27.81042817171874,23.753709643855927,
2012-03-22,1402.89,1402.89,1388.73,1392.78,-0.0072065521886962814,1369.6970000000001,,1373.8431879155685,1345.6870128810046,28.15617503456383,24.634206016325543,
2012-03-23,1392.78,1399.18,1386.87,1397.11,0.003108890133402208,1371.1243333333334,,1375.3785719527343,1346.7345052036333,28.644066749101057,25.436180563315055,
2012-03-26,1397.11,1416.58,1397.11,1416.51,0.013885807130433603,1372.6296666666667,,1378.0888520236326,1348.1349655222687,29.953886501363968,26.33972391448133,
2012-03-27,1416.55,1419.15,1411.95,1412.52,-0.0028449401715435196,1375.0919999999999,,1380.3545095215047,1349.4086304481525,30.945879073352216,27.26095671098695,
2012-03-28,1412.52,1413.65,1397.2,1405.54,-0.00494152295188742,1377.117,,1382.0096499211136,1350.503347713842,31.506302207271574,28.110027111440473,
2012-03-29,1405.39,1405.39,1391.56,1403.28,-0.0015013626110902505,1378.9516666666668,,1383.4058170402836,1351.5183892478742,31.887427792409426,28.865508173851353,
2012-03-30,1403.31,1410.89,1401.42,1408.47,0.0036770207580649195,1380.9533333333334,,1385.0491625548625,1352.5988507107506,32.450311844111866,29.582469611097185,
2012-04-02,1408.47,1422.38,1404.46,1419.04,0.007504597187018493,1382.6343333333332,,1387.275452383874,1353.8425449285755,33.43290745529839,30.352557784177648,
2012-04-03,1418.98,1419.0,1404.62,1413.38,-0.0039464967793766716,1384.5613333333336,,1388.983540746212,1354.942432539788,34.04110820642404,31.090268331695338,
2012-04-04,1413.09,1413.09,1394.09,1398.96,-0.009999363097891772,1386.267,,1389.6357286812388,1355.7451645997908,33.89056408144802,31.650327762889876,
2012-04-05,1398.79,1401.6,1392.92,1398.08,-0.0005075815526276541,1387.6436666666666,,1390.1872809402262,1356.5074729832104,33.67980795701578,32.05622396477757,
2012-04-09,1397.45,1397.45,1378.24,1382.2,-0.010912733908189916,1388.7976666666666,,1389.6659951483339,1356.9643786293693,32.701616518964556,32.185302517099224,
2012-04-10,1382.18,1383.01,1357.38,1358.59,-0.01706724160384331,1389.3463333333334,,1387.6393529251704,1356.9929362265457,30.646416698624762,31.877525274271697,
2012-04-11,1358.98,1374.71,1358.98,1368.71,0.007159781600906576,1389.0463333333332,,1386.4057252489722,1357.1963107134798,29.209414535492442,31.343903016756112,
2012-04-12,1368.77,1388.13,1368.77,1387.57,0.013734959123884914,1388.9306666666666,,1386.4815515542768,1357.7173143872574,28.764237167019473,30.827969761911735,
2012-04-13,1387.61,1387.61,1369.85,1370.26,-0.012503513234986711,1389.6603333333333,,1385.425727936354,1357.9299749219024,27.495753014451566,30.161526324688847,
2012-04-16,1370.27,1379.66,1365.38,1369.57,-0.0005108482269917939,1389.5326666666667,,1384.3943044798161,1358.1250889470048,26.26921553281136,29.383064084331703,
2012-04-17,1369.57,1392.76,1369.57,1390.78,0.015486612586432266,1389.5306666666668,,1384.8094754714946,1358.666346526192,26.14312894530258,28.73507700193307,
2012-04-18,1390.78,1390.78,1383.29,1385.14,-0.0040552783330216665,1390.4123333333334,,1384.8309540505345,1359.1003275149656,25.730626535568945,28.134186868160334,
2012-04-19,1385.08,1390.46,1370.3,1376.92,-0.005891356455944678,1391.805,,1384.317114101768,1359.3892864449497,24.92782765681841,27.49291499131464,
2012-04-20,1376.96,1387.4,1376.96,1378.53,0.0011401928886822683,1392.6146666666668,,1383.9413879941333,1359.6963655326178,24.24502246151542,26.84333645733463,
2012-04-23,1378.53,1378.53,1358.79,1366.94,-0.00840750654682881,1393.0353333333333,,1382.8380302604698,1359.811360405596,23.026669854873944,26.080003110500822,
2012-04-24,1366.97,1375.57,1366.82,1371.97,0.0036577247488971958,1392.9043333333332,,1382.1329850792254,1360.0023936486984,22.13059143052692,25.29012075269977,
2012-04-25,1372.11,1391.37,1372.11,1390.69,0.013541188388686152,1392.9336666666668,,1382.6879088152934,1360.4796583357559,22.208250479537583,24.673746684454347,
2012-04-26,1390.64,1402.09,1387.28,1399.98,0.006716332048553124,1392.7583333333334,,1383.8089291441013,1361.0878465222092,22.721082621892037,24.28321386504177,
2012-04-27,1400.19,1406.64,1397.31,1403.36,0.0022639784600660233,1392.9483333333333,,1385.0759999401307,1361.7323112140693,23.343688726061373,24.095308834589694,
2012-04-30,1403.26,1403.26,1394.0,1397.91,-0.0038125507746247377,1392.9736666666665,,1385.9075061905446,1362.278519551414,23.628986639130517,24.00204439444324,
2012-05-01,1397.86,1415.32,1395.73,1405.82,0.00569441861130588,1392.765,,1387.197270936803,1362.9296334502958,24.267637486507283,24.055163013336575,
2012-05-02,1405.5,1405.5,1393.92,1402.31,-0.002269654927072255,1392.6340000000002,,1388.1758970380938,1363.5129868966271,24.662910141466682,24.17671243984225,
2012-05-03,1402.32,1403.07,1388.71,1391.57,-0.0076658679901876895,1392.5269999999998,,1388.3956299671047,1363.924754492348,24.470875474756667,24.23554504716575,
2012-05-04,1391.51,1391.51,1367.96,1369.1,-0.016104807008214157,1392.1496666666667,,1387.1467173731912,1364.0000136660442,23.146703707147026,24.017776778153372,
2012-05-07,1368.79,1373.91,1363.94,1369.58,0.0005771520832267649,1391.3603333333333,,1386.009946522617,1364.0804286594184,21.929517863198498,23.600124993614852,
2012-05-08,1369.16,1369.16,1347.75,1363.72,-0.003973239066288859,1390.4426666666666,,1384.567809766079,1364.0752804651625,20.492529300916658,22.97860585323286,
2012-05-09,1363.2,1363.73,1343.13,1354.58,-0.0063233568075118235,1388.6830000000002,,1382.6279838208907,1363.9408399613576,18.68714385953308,22.120313452457534,
2012-05-10,1354.58,1365.88,1354.58,1357.99,0.002517385462652691,1386.7516666666666,,1381.0344953882577,1363.8573102294206,17.17718515883712,21.131687791857892,
2012-05-11,1358.11,1365.66,1348.89,1353.39,-0.0034754180441936224,1385.1666666666667,,1379.2468434987388,1363.7116332452442,15.535210253494597,20.01239228248647,
2012-05-14,1351.93,1351.93,1336.61,1338.35,-0.010044898774344939,1383.5036666666667,,1376.6026142645385,1363.3616256507394,13.240988613799118,18.658111547104678,
2012-05-15,1338.36,1344.94,1328.41,1330.66,-0.0057533100212198655,1381.1663333333333,,1373.6325609516832,1362.914052282254,10.718508669429184,17.070190970027177,
2012-05-16,1330.78,1341.78,1324.79,1324.8,-0.004493605254061541,1378.2203333333334,,1370.4760943517292,1362.3966553991945,8.079438952534701,15.272040565131398,
2012-05-17,1324.82,1326.36,1304.86,1304.86,-0.01506619767213662,1375.2676666666666,,1366.2352834817061,1361.6218811735534,4.613402308152672,13.140312912410456,
2012-05-18,1305.05,1312.24,1291.98,1295.22,-0.0075322784567640536,1372.131,,1361.64604507225,1360.7348275872769,0.9112174849731218,10.694493825706626,
2012-05-21,1295.73,1316.39,1295.73,1315.99,0.015635973543871015,1368.7023333333334,,1358.6959190831794,1360.1417694247637,-1.4458503415842188,8.26642499128243,
2012-05-22,1316.09,1328.49,1310.04,1316.63,0.00041030628604441264,1366.4953333333333,,1355.978046181399,1359.5695122357067,-3.59146605430783,5.894846781409536,
2012-05-23,1316.02,1320.71,1296.53,1318.86,0.0021580219145605067,1365.0966666666668,,1353.5800793767723,1359.0381941157377,-5.458114738965378,3.6242544767563944,
2012-05-24,1318.72,1324.14,1310.5,1320.68,0.0014862897355011194,1363.435,,1351.454795577026,1358.541333767722,-7.0865381906960465,1.482095942829541,
2012-05-25,1320.81,1324.2,1314.23,1317.82,-0.002263762388231471,1361.205333333333,,1349.2822286457824,1358.0177839651205,-8.735555319338118,-0.5614343099370099,
2012-05-29,1318.9,1334.93,1318.9,1332.42,0.010250966714686467,1359.457333333333,,1348.1931329721765,1357.6910910618894,-9.497958089712938,-2.3487390661252068,
2012-05-30,1331.25,1331.25,1310.76,1313.32,-0.013468544600939015,1358.219,,1345.9409127017273,1357.1289058221514,-11.187993120424153,-4.116589877169376,
